SVCCD,Description,GROSS CHARGE,As of Date,DISCOUNTED CASH PRICE INPATIENT ,DISCOUNTED CASH PRICE OUTPATIENT ,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Anthem BCBS ,United Healthcare,Anthem Mittal Steel ,Cigna ,Anthem US Steel ,Aetna ,Medpartners,Multiplan/PHCS,Humana ,Sagamore ,Local 697 PNA ,MHS Ambetter Exchange ,Anthem Exchange ,MD Wise Exchange,Anthem Medicaid ,MHS Medicaid ,MD Wise ,Caresource ,Aetna Medicare ,Anthem MA ,Humana MA,United healthcare MA 
1913226,CRITICAL CARE LT 74M,5396,10/28/2020,1942.56,2698,480.244,3858.14,1246.476,1100.784,1332.812,1554.048,1284.248,938.904,857.964,2120.628,3858.14,2676.416,1133.16,744.648,1257.268,2455.18,766.232,777.024,825.588,847.172,496.432,512.62,507.224,480.244
1913227,CRIT CARE EA 30 MIN,897,10/28/2020,322.92,448.5,79.833,641.355,207.207,182.988,221.559,258.336,213.486,156.078,142.623,352.521,641.355,444.912,188.37,123.786,209.001,408.135,127.374,129.168,137.241,140.829,82.524,85.215,84.318,79.833
1913228,THER AD IVP SAME MED,501,10/28/2020,180.36,250.5,44.589,358.215,115.731,102.204,123.747,144.288,119.238,87.174,79.659,196.893,358.215,248.496,105.21,69.138,116.733,227.955,71.142,72.144,76.653,78.657,46.092,47.595,47.094,44.589
1913229,IMM ADM EA ADD VACC,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1913230,MINOR PROCEDURE,604,10/28/2020,217.44,302,53.756,431.86,139.524,123.216,149.188,173.952,143.752,105.096,96.036,237.372,431.86,299.584,126.84,83.352,140.732,274.82,85.768,86.976,92.412,94.828,55.568,57.38,56.776,53.756
1913231,INTERMEDIATE PROCEDR,898,10/28/2020,323.28,449,79.922,642.07,207.438,183.192,221.806,258.624,213.724,156.252,142.782,352.914,642.07,445.408,188.58,123.924,209.234,408.59,127.516,129.312,137.394,140.986,82.616,85.31,84.412,79.922
1913232,MAJOR PROCEDURE,5517,10/28/2020,1986.12,2758.5,491.013,3944.655,1274.427,1125.468,1362.699,1588.896,1313.046,959.958,877.203,2168.181,3944.655,2736.432,1158.57,761.346,1285.461,2510.235,783.414,794.448,844.101,866.169,507.564,524.115,518.598,491.013
1913233,CPR,2272,10/28/2020,817.92,1136,202.208,1624.48,524.832,463.488,561.184,654.336,540.736,395.328,361.248,892.896,1624.48,1126.912,477.12,313.536,529.376,1033.76,322.624,327.168,347.616,356.704,209.024,215.84,213.568,202.208
1913239,NI-CARDIOVERSION,4050,10/28/2020,1458,2025,360.45,2895.75,935.55,826.2,1000.35,1166.4,963.9,704.7,643.95,1591.65,2895.75,2008.8,850.5,558.9,943.65,1842.75,575.1,583.2,619.65,635.85,372.6,384.75,380.7,360.45
1913242,IMM ADM 1ST VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1913246,BLOOD TRANSFUSION,2145,10/28/2020,772.2,1072.5,190.905,1533.675,495.495,437.58,529.815,617.76,510.51,373.23,341.055,842.985,1533.675,1063.92,450.45,296.01,499.785,975.975,304.59,308.88,328.185,336.765,197.34,203.775,201.63,190.905
1913247,BLOOD PUSH TRAN U2YR,2145,10/28/2020,772.2,1072.5,190.905,1533.675,495.495,437.58,529.815,617.76,510.51,373.23,341.055,842.985,1533.675,1063.92,450.45,296.01,499.785,975.975,304.59,308.88,328.185,336.765,197.34,203.775,201.63,190.905
1913248,THERAPEUTIC DX SQ IM,165,10/28/2020,59.4,82.5,14.685,117.975,38.115,33.66,40.755,47.52,39.27,28.71,26.235,64.845,117.975,81.84,34.65,22.77,38.445,75.075,23.43,23.76,25.245,25.905,15.18,15.675,15.51,14.685
1913249,INJECTION IV PUSH,501,10/28/2020,180.36,250.5,44.589,358.215,115.731,102.204,123.747,144.288,119.238,87.174,79.659,196.893,358.215,248.496,105.21,69.138,116.733,227.955,71.142,72.144,76.653,78.657,46.092,47.595,47.094,44.589
1913252,TRIAGE ONLY,31,10/28/2020,11.16,15.5,2.759,22.165,7.161,6.324,7.657,8.928,7.378,5.394,4.929,12.183,22.165,15.376,6.51,4.278,7.223,14.105,4.402,4.464,4.743,4.867,2.852,2.945,2.914,2.759
1913253,SUTURE REMOVAL/RECHE,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1913254,SIMPLE PROCEDURE,412,10/28/2020,148.32,206,36.668,294.58,95.172,84.048,101.764,118.656,98.056,71.688,65.508,161.916,294.58,204.352,86.52,56.856,95.996,187.46,58.504,59.328,63.036,64.684,37.904,39.14,38.728,36.668
1913255,DIALYSIS  EMERGENT,2870,10/28/2020,1033.2,1435,255.43,2052.05,662.97,585.48,708.89,826.56,683.06,499.38,456.33,1127.91,2052.05,1423.52,602.7,396.06,668.71,1305.85,407.54,413.28,439.11,450.59,264.04,272.65,269.78,255.43
1913256,IV HYDRATION 1 HR,963,10/28/2020,346.68,481.5,85.707,688.545,222.453,196.452,237.861,277.344,229.194,167.562,153.117,378.459,688.545,477.648,202.23,132.894,224.379,438.165,136.746,138.672,147.339,151.191,88.596,91.485,90.522,85.707
1913257,IV HYDRAT EA ADD HR,570,10/28/2020,205.2,285,50.73,407.55,131.67,116.28,140.79,164.16,135.66,99.18,90.63,224.01,407.55,282.72,119.7,78.66,132.81,259.35,80.94,82.08,87.21,89.49,52.44,54.15,53.58,50.73
1913258,THERA EA AD IV PUSH,501,10/28/2020,180.36,250.5,44.589,358.215,115.731,102.204,123.747,144.288,119.238,87.174,79.659,196.893,358.215,248.496,105.21,69.138,116.733,227.955,71.142,72.144,76.653,78.657,46.092,47.595,47.094,44.589
1913259,IV THERAPY DX 1 HR,1013,10/28/2020,364.68,506.5,90.157,724.295,234.003,206.652,250.211,291.744,241.094,176.262,161.067,398.109,724.295,502.448,212.73,139.794,236.029,460.915,143.846,145.872,154.989,159.041,93.196,96.235,95.222,90.157
1913260,IV THERAPY EA AD HR,601,10/28/2020,216.36,300.5,53.489,429.715,138.831,122.604,148.447,173.088,143.038,104.574,95.559,236.193,429.715,298.096,126.21,82.938,140.033,273.455,85.342,86.544,91.953,94.357,55.292,57.095,56.494,53.489
1913261,CONCURRENT IV THER,601,10/28/2020,216.36,300.5,53.489,429.715,138.831,122.604,148.447,173.088,143.038,104.574,95.559,236.193,429.715,298.096,126.21,82.938,140.033,273.455,85.342,86.544,91.953,94.357,55.292,57.095,56.494,53.489
1913262,IV THER AD SEQ 1 HR,601,10/28/2020,216.36,300.5,53.489,429.715,138.831,122.604,148.447,173.088,143.038,104.574,95.559,236.193,429.715,298.096,126.21,82.938,140.033,273.455,85.342,86.544,91.953,94.357,55.292,57.095,56.494,53.489
1913263,IMM ADM FLU VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1913264,IMM ADM PNEU VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1913271,IMM ADM HEP B VACCIN,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1921201,URGENT CARE LVL 1 EP,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1921202,URGENT CARE LVL 2 EP,619,10/28/2020,222.84,309.5,55.091,442.585,142.989,126.276,152.893,178.272,147.322,107.706,98.421,243.267,442.585,307.024,129.99,85.422,144.227,281.645,87.898,89.136,94.707,97.183,56.948,58.805,58.186,55.091
1921203,URGENT CARE LVL 3 EP,680,10/28/2020,244.8,340,60.52,486.2,157.08,138.72,167.96,195.84,161.84,118.32,108.12,267.24,486.2,337.28,142.8,93.84,158.44,309.4,96.56,97.92,104.04,106.76,62.56,64.6,63.92,60.52
1921204,URGENT CARE LVL 4 EP,824,10/28/2020,296.64,412,73.336,589.16,190.344,168.096,203.528,237.312,196.112,143.376,131.016,323.832,589.16,408.704,173.04,113.712,191.992,374.92,117.008,118.656,126.072,129.368,75.808,78.28,77.456,73.336
1921205,URGENT CARE LVL 5 EP,1062,10/28/2020,382.32,531,94.518,759.33,245.322,216.648,262.314,305.856,252.756,184.788,168.858,417.366,759.33,526.752,223.02,146.556,247.446,483.21,150.804,152.928,162.486,166.734,97.704,100.89,99.828,94.518
1921212,THERAPEUTIC DX SQ IM,165,10/28/2020,59.4,82.5,14.685,117.975,38.115,33.66,40.755,47.52,39.27,28.71,26.235,64.845,117.975,81.84,34.65,22.77,38.445,75.075,23.43,23.76,25.245,25.905,15.18,15.675,15.51,14.685
1921215,IMM ADM 1ST VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1921224,URGENT CARE- SUT REM,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1921226,SIMPLE PROCEDURE,377,10/28/2020,135.72,188.5,33.553,269.555,87.087,76.908,93.119,108.576,89.726,65.598,59.943,148.161,269.555,186.992,79.17,52.026,87.841,171.535,53.534,54.288,57.681,59.189,34.684,35.815,35.438,33.553
1921227,MINOR PROCEDURE,549,10/28/2020,197.64,274.5,48.861,392.535,126.819,111.996,135.603,158.112,130.662,95.526,87.291,215.757,392.535,272.304,115.29,75.762,127.917,249.795,77.958,79.056,83.997,86.193,50.508,52.155,51.606,48.861
1921228,INTERMEDIATE PROCEDR,725,10/28/2020,261,362.5,64.525,518.375,167.475,147.9,179.075,208.8,172.55,126.15,115.275,284.925,518.375,359.6,152.25,100.05,168.925,329.875,102.95,104.4,110.925,113.825,66.7,68.875,68.15,64.525
1921229,MAJOR PROCEDURE,3035,10/28/2020,1092.6,1517.5,270.115,2170.025,701.085,619.14,749.645,874.08,722.33,528.09,482.565,1192.755,2170.025,1505.36,637.35,418.83,707.155,1380.925,430.97,437.04,464.355,476.495,279.22,288.325,285.29,270.115
1921231,URGENT CARE LVL 1 NP,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1921232,URGENT CARE LVL 2 NP,619,10/28/2020,222.84,309.5,55.091,442.585,142.989,126.276,152.893,178.272,147.322,107.706,98.421,243.267,442.585,307.024,129.99,85.422,144.227,281.645,87.898,89.136,94.707,97.183,56.948,58.805,58.186,55.091
1921233,URGENT CARE LVL 3 NP,680,10/28/2020,244.8,340,60.52,486.2,157.08,138.72,167.96,195.84,161.84,118.32,108.12,267.24,486.2,337.28,142.8,93.84,158.44,309.4,96.56,97.92,104.04,106.76,62.56,64.6,63.92,60.52
1921234,URGENT CARE LVL 4 NP,824,10/28/2020,296.64,412,73.336,589.16,190.344,168.096,203.528,237.312,196.112,143.376,131.016,323.832,589.16,408.704,173.04,113.712,191.992,374.92,117.008,118.656,126.072,129.368,75.808,78.28,77.456,73.336
1921235,URGENT CARE LVL 5 NP,1062,10/28/2020,382.32,531,94.518,759.33,245.322,216.648,262.314,305.856,252.756,184.788,168.858,417.366,759.33,526.752,223.02,146.556,247.446,483.21,150.804,152.928,162.486,166.734,97.704,100.89,99.828,94.518
1922130,IMM ADM FLU VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1923233,CPR,2272,10/28/2020,817.92,1136,202.208,1624.48,524.832,463.488,561.184,654.336,540.736,395.328,361.248,892.896,1624.48,1126.912,477.12,313.536,529.376,1033.76,322.624,327.168,347.616,356.704,209.024,215.84,213.568,202.208
1923252,URG CARE-TRIAGE ONLY,31,10/28/2020,11.16,15.5,2.759,22.165,7.161,6.324,7.657,8.928,7.378,5.394,4.929,12.183,22.165,15.376,6.51,4.278,7.223,14.105,4.402,4.464,4.743,4.867,2.852,2.945,2.914,2.759
1923275,PHYSICAL-SCHOOL,25,10/28/2020,9,12.5,2.225,17.875,5.775,5.1,6.175,7.2,5.95,4.35,3.975,9.825,17.875,12.4,5.25,3.45,5.825,11.375,3.55,3.6,3.825,3.925,2.3,2.375,2.35,2.225
1931201,URGENT CARE LVL 1 EP,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1931202,URGENT CARE LVL 2 EP,619,10/28/2020,222.84,309.5,55.091,442.585,142.989,126.276,152.893,178.272,147.322,107.706,98.421,243.267,442.585,307.024,129.99,85.422,144.227,281.645,87.898,89.136,94.707,97.183,56.948,58.805,58.186,55.091
1931203,URGENT CARE LVL 3 EP,680,10/28/2020,244.8,340,60.52,486.2,157.08,138.72,167.96,195.84,161.84,118.32,108.12,267.24,486.2,337.28,142.8,93.84,158.44,309.4,96.56,97.92,104.04,106.76,62.56,64.6,63.92,60.52
1931204,URGENT CARE LVL 4 EP,824,10/28/2020,296.64,412,73.336,589.16,190.344,168.096,203.528,237.312,196.112,143.376,131.016,323.832,589.16,408.704,173.04,113.712,191.992,374.92,117.008,118.656,126.072,129.368,75.808,78.28,77.456,73.336
1931205,URGENT CARE LVL 5 EP,1062,10/28/2020,382.32,531,94.518,759.33,245.322,216.648,262.314,305.856,252.756,184.788,168.858,417.366,759.33,526.752,223.02,146.556,247.446,483.21,150.804,152.928,162.486,166.734,97.704,100.89,99.828,94.518
1931212,THERAPEUTIC DX SQ IM,165,10/28/2020,59.4,82.5,14.685,117.975,38.115,33.66,40.755,47.52,39.27,28.71,26.235,64.845,117.975,81.84,34.65,22.77,38.445,75.075,23.43,23.76,25.245,25.905,15.18,15.675,15.51,14.685
1931215,IMM ADM 1ST VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1931216,IMM ADM EA ADD VACC,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1931224,URGENT CARE- SUT REM,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1931226,SIMPLE PROCEDURE,377,10/28/2020,135.72,188.5,33.553,269.555,87.087,76.908,93.119,108.576,89.726,65.598,59.943,148.161,269.555,186.992,79.17,52.026,87.841,171.535,53.534,54.288,57.681,59.189,34.684,35.815,35.438,33.553
1931227,MINOR PROCEDURE,549,10/28/2020,197.64,274.5,48.861,392.535,126.819,111.996,135.603,158.112,130.662,95.526,87.291,215.757,392.535,272.304,115.29,75.762,127.917,249.795,77.958,79.056,83.997,86.193,50.508,52.155,51.606,48.861
1931228,INTERMEDIATE PROCEDR,725,10/28/2020,261,362.5,64.525,518.375,167.475,147.9,179.075,208.8,172.55,126.15,115.275,284.925,518.375,359.6,152.25,100.05,168.925,329.875,102.95,104.4,110.925,113.825,66.7,68.875,68.15,64.525
1931229,MAJOR PROCEDURE,3035,10/28/2020,1092.6,1517.5,270.115,2170.025,701.085,619.14,749.645,874.08,722.33,528.09,482.565,1192.755,2170.025,1505.36,637.35,418.83,707.155,1380.925,430.97,437.04,464.355,476.495,279.22,288.325,285.29,270.115
1931231,URGENT CARE LVL 1 NP,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1931232,URGENT CARE LVL 2 NP,619,10/28/2020,222.84,309.5,55.091,442.585,142.989,126.276,152.893,178.272,147.322,107.706,98.421,243.267,442.585,307.024,129.99,85.422,144.227,281.645,87.898,89.136,94.707,97.183,56.948,58.805,58.186,55.091
1931233,URGENT CARE LVL 3 NP,680,10/28/2020,244.8,340,60.52,486.2,157.08,138.72,167.96,195.84,161.84,118.32,108.12,267.24,486.2,337.28,142.8,93.84,158.44,309.4,96.56,97.92,104.04,106.76,62.56,64.6,63.92,60.52
1931234,URGENT CARE LVL 4 NP,824,10/28/2020,296.64,412,73.336,589.16,190.344,168.096,203.528,237.312,196.112,143.376,131.016,323.832,589.16,408.704,173.04,113.712,191.992,374.92,117.008,118.656,126.072,129.368,75.808,78.28,77.456,73.336
1931235,URGENT CARE LVL 5 NP,1062,10/28/2020,382.32,531,94.518,759.33,245.322,216.648,262.314,305.856,252.756,184.788,168.858,417.366,759.33,526.752,223.02,146.556,247.446,483.21,150.804,152.928,162.486,166.734,97.704,100.89,99.828,94.518
1932130,IMM ADM FLU VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1933233,CPR,2272,10/28/2020,817.92,1136,202.208,1624.48,524.832,463.488,561.184,654.336,540.736,395.328,361.248,892.896,1624.48,1126.912,477.12,313.536,529.376,1033.76,322.624,327.168,347.616,356.704,209.024,215.84,213.568,202.208
1933252,URG CARE-TRIAGE ONLY,31,10/28/2020,11.16,15.5,2.759,22.165,7.161,6.324,7.657,8.928,7.378,5.394,4.929,12.183,22.165,15.376,6.51,4.278,7.223,14.105,4.402,4.464,4.743,4.867,2.852,2.945,2.914,2.759
1933275,PHYSICAL-SCHOOL,25,10/28/2020,9,12.5,2.225,17.875,5.775,5.1,6.175,7.2,5.95,4.35,3.975,9.825,17.875,12.4,5.25,3.45,5.825,11.375,3.55,3.6,3.825,3.925,2.3,2.375,2.35,2.225
195110,R&B M/S PRIVATE,2797,10/28/2020,1006.92,1398.5,248.933,1999.855,646.107,570.588,690.859,805.536,665.686,486.678,444.723,1099.221,1999.855,1387.312,587.37,385.986,651.701,1272.635,397.174,402.768,427.941,439.129,257.324,265.715,262.918,248.933
1972001,MSED SAME U5 1ST15,296,10/28/2020,106.56,148,26.344,211.64,68.376,60.384,73.112,85.248,70.448,51.504,47.064,116.328,211.64,146.816,62.16,40.848,68.968,134.68,42.032,42.624,45.288,46.472,27.232,28.12,27.824,26.344
1972002,MSED SAMEGT5 1ST15,296,10/28/2020,106.56,148,26.344,211.64,68.376,60.384,73.112,85.248,70.448,51.504,47.064,116.328,211.64,146.816,62.16,40.848,68.968,134.68,42.032,42.624,45.288,46.472,27.232,28.12,27.824,26.344
1972003,MODSED SAME ADD15MIN,228,10/28/2020,82.08,114,20.292,163.02,52.668,46.512,56.316,65.664,54.264,39.672,36.252,89.604,163.02,113.088,47.88,31.464,53.124,103.74,32.376,32.832,34.884,35.796,20.976,21.66,21.432,20.292
1973221,ED-BRIEF ED VISIT,605,10/28/2020,217.8,302.5,53.845,432.575,139.755,123.42,149.435,174.24,143.99,105.27,96.195,237.765,432.575,300.08,127.05,83.49,140.965,275.275,85.91,87.12,92.565,94.985,55.66,57.475,56.87,53.845
1973222,ED-LIMITED ED VISIT,905,10/28/2020,325.8,452.5,80.545,647.075,209.055,184.62,223.535,260.64,215.39,157.47,143.895,355.665,647.075,448.88,190.05,124.89,210.865,411.775,128.51,130.32,138.465,142.085,83.26,85.975,85.07,80.545
1973223,ED-INTERMED ED VIST,1723,10/28/2020,620.28,861.5,153.347,1231.945,398.013,351.492,425.581,496.224,410.074,299.802,273.957,677.139,1231.945,854.608,361.83,237.774,401.459,783.965,244.666,248.112,263.619,270.511,158.516,163.685,161.962,153.347
1973224,ED-EXTENDED ED VISIT,2714,10/28/2020,977.04,1357,241.546,1940.51,626.934,553.656,670.358,781.632,645.932,472.236,431.526,1066.602,1940.51,1346.144,569.94,374.532,632.362,1234.87,385.388,390.816,415.242,426.098,249.688,257.83,255.116,241.546
1973225,ED-COMPREHEN ED VST,4141,10/28/2020,1490.76,2070.5,368.549,2960.815,956.571,844.764,1022.827,1192.608,985.558,720.534,658.419,1627.413,2960.815,2053.936,869.61,571.458,964.853,1884.155,588.022,596.304,633.573,650.137,380.972,393.395,389.254,368.549
1973226,ED-CRIT CARE LT 74M,5396,10/28/2020,1942.56,2698,480.244,3858.14,1246.476,1100.784,1332.812,1554.048,1284.248,938.904,857.964,2120.628,3858.14,2676.416,1133.16,744.648,1257.268,2455.18,766.232,777.024,825.588,847.172,496.432,512.62,507.224,480.244
1973227,ED-CRIT CAR EA 30 MN,897,10/28/2020,322.92,448.5,79.833,641.355,207.207,182.988,221.559,258.336,213.486,156.078,142.623,352.521,641.355,444.912,188.37,123.786,209.001,408.135,127.374,129.168,137.241,140.829,82.524,85.215,84.318,79.833
1973228,ED-INJ THERIV AD MED,501,10/28/2020,180.36,250.5,44.589,358.215,115.731,102.204,123.747,144.288,119.238,87.174,79.659,196.893,358.215,248.496,105.21,69.138,116.733,227.955,71.142,72.144,76.653,78.657,46.092,47.595,47.094,44.589
1973229,IMM ADM EA ADD VACC,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1973230,ED-MINOR PROCEDURE,604,10/28/2020,217.44,302,53.756,431.86,139.524,123.216,149.188,173.952,143.752,105.096,96.036,237.372,431.86,299.584,126.84,83.352,140.732,274.82,85.768,86.976,92.412,94.828,55.568,57.38,56.776,53.756
1973231,ED-INTERM PROCEDURE,898,10/28/2020,323.28,449,79.922,642.07,207.438,183.192,221.806,258.624,213.724,156.252,142.782,352.914,642.07,445.408,188.58,123.924,209.234,408.59,127.516,129.312,137.394,140.986,82.616,85.31,84.412,79.922
1973232,ED-MAJOR PROCEDURE,5517,10/28/2020,1986.12,2758.5,491.013,3944.655,1274.427,1125.468,1362.699,1588.896,1313.046,959.958,877.203,2168.181,3944.655,2736.432,1158.57,761.346,1285.461,2510.235,783.414,794.448,844.101,866.169,507.564,524.115,518.598,491.013
1973233,CPR,2272,10/28/2020,817.92,1136,202.208,1624.48,524.832,463.488,561.184,654.336,540.736,395.328,361.248,892.896,1624.48,1126.912,477.12,313.536,529.376,1033.76,322.624,327.168,347.616,356.704,209.024,215.84,213.568,202.208
1973239,NI-CARDIOVERSION,4050,10/28/2020,1458,2025,360.45,2895.75,935.55,826.2,1000.35,1166.4,963.9,704.7,643.95,1591.65,2895.75,2008.8,850.5,558.9,943.65,1842.75,575.1,583.2,619.65,635.85,372.6,384.75,380.7,360.45
1973242,IMM ADM 1ST VACCINE,93,10/28/2020,33.48,46.5,8.277,66.495,21.483,18.972,22.971,26.784,22.134,16.182,14.787,36.549,66.495,46.128,19.53,12.834,21.669,42.315,13.206,13.392,14.229,14.601,8.556,8.835,8.742,8.277
1973245,ED-INJ THER DX SQ IM,165,10/28/2020,59.4,82.5,14.685,117.975,38.115,33.66,40.755,47.52,39.27,28.71,26.235,64.845,117.975,81.84,34.65,22.77,38.445,75.075,23.43,23.76,25.245,25.905,15.18,15.675,15.51,14.685
1973246,BLOOD TRANSFUSION,2145,10/28/2020,772.2,1072.5,190.905,1533.675,495.495,437.58,529.815,617.76,510.51,373.23,341.055,842.985,1533.675,1063.92,450.45,296.01,499.785,975.975,304.59,308.88,328.185,336.765,197.34,203.775,201.63,190.905
1973249,ED-INJ THER IV PUSH,501,10/28/2020,180.36,250.5,44.589,358.215,115.731,102.204,123.747,144.288,119.238,87.174,79.659,196.893,358.215,248.496,105.21,69.138,116.733,227.955,71.142,72.144,76.653,78.657,46.092,47.595,47.094,44.589
1973252,ED-TRIAGE ONLY,31,10/28/2020,11.16,15.5,2.759,22.165,7.161,6.324,7.657,8.928,7.378,5.394,4.929,12.183,22.165,15.376,6.51,4.278,7.223,14.105,4.402,4.464,4.743,4.867,2.852,2.945,2.914,2.759
1973253,ED-SUT REMOV-RECHECK,448,10/28/2020,161.28,224,39.872,320.32,103.488,91.392,110.656,129.024,106.624,77.952,71.232,176.064,320.32,222.208,94.08,61.824,104.384,203.84,63.616,64.512,68.544,70.336,41.216,42.56,42.112,39.872
1973254,ED-SIMPLE PROCEDURE,412,10/28/2020,148.32,206,36.668,294.58,95.172,84.048,101.764,118.656,98.056,71.688,65.508,161.916,294.58,204.352,86.52,56.856,95.996,187.46,58.504,59.328,63.036,64.684,37.904,39.14,38.728,36.668
1973256,ED-IV HYDRATION 1 HR,963,10/28/2020,346.68,481.5,85.707,688.545,222.453,196.452,237.861,277.344,229.194,167.562,153.117,378.459,688.545,477.648,202.23,132.894,224.379,438.165,136.746,138.672,147.339,151.191,88.596,91.485,90.522,85.707
1973257,ED-IV HYDRAT EA ADHR,570,10/28/2020,205.2,285,50.73,407.55,131.67,116.28,140.79,164.16,135.66,99.18,90.63,224.01,407.55,282.72,119.7,78.66,132.81,259.35,80.94,82.08,87.21,89.49,52.44,54.15,53.58,50.73
1973258,ED-INJ THERIV ADPUSH,501,10/28/2020,180.36,250.5,44.589,358.215,115.731,102.204,123.747,144.288,119.238,87.174,79.659,196.893,358.215,248.496,105.21,69.138,116.733,227.955,71.142,72.144,76.653,78.657,46.092,47.595,47.094,44.589
1973259,ED-IV THERAPY DX 1HR,1013,10/28/2020,364.68,506.5,90.157,724.295,234.003,206.652,250.211,291.744,241.094,176.262,161.067,398.109,724.295,502.448,212.73,139.794,236.029,460.915,143.846,145.872,154.989,159.041,93.196,96.235,95.222,90.157
1973260,ED-IV THERAP EA ADHR,601,10/28/2020,216.36,300.5,53.489,429.715,138.831,122.604,148.447,173.088,143.038,104.574,95.559,236.193,429.715,298.096,126.21,82.938,140.033,273.455,85.342,86.544,91.953,94.357,55.292,57.095,56.494,53.489
1973261,ED-CONCURRENT IVTHER,601,10/28/2020,216.36,300.5,53.489,429.715,138.831,122.604,148.447,173.088,143.038,104.574,95.559,236.193,429.715,298.096,126.21,82.938,140.033,273.455,85.342,86.544,91.953,94.357,55.292,57.095,56.494,53.489
1973262,ED-IV THER ADSEQ 1HR,601,10/28/2020,216.36,300.5,53.489,429.715,138.831,122.604,148.447,173.088,143.038,104.574,95.559,236.193,429.715,298.096,126.21,82.938,140.033,273.455,85.342,86.544,91.953,94.357,55.292,57.095,56.494,53.489
